"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"34/000370";"Casa Rural";"3ª - 3 Estrellas";"EL PATIO DE FUENTE USO I";"Calle ALTA 3";"34111";"Palencia";"Villota del Páramo";"VILLOSILLA DE LA VEGA";"VILLOSILLA DE LA VEGA";"916900967";"639203010";"";"Iinfo@elpatiodefuenteuso.com";"www.elpatiodefuenteuso.com";"";"";"";"8";"-4,84444";"42,595277";"";
"34/000371";"Casa Rural";"3ª - 3 Estrellas";"EL PATIO DE FUENTE USO II";"Calle ALTA 3 BIS";"34111";"Palencia";"Villota del Páramo";"VILLOSILLA DE LA VEGA";"VILLOSILLA DE LA VEGA";"916900967";"";"";"info@elpatiodefuenteuso.com";"www.elpatiodefuenteuso.com";"";"";"";"8";"-4,814444";"42,595277";"";
"05/001369";"Hotel Rural";"3ª - 3 Estrellas";"SIERRA DEL AGUA";"Paraje LA VIÑUELA - POLIGONO 25 - PARCELA 44";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"BURGOHONDO";"661045778";"";"";"sierradelagua.hotelrural@gmail.com";"";"";"";"";"17";"-4,7870454";"40,406229";"Si";
"24/000836";"Casa Rural";"3ª - 3 Estrellas";"CASA RURAL TRIANA DE BABIA";"Calle ALTA 5";"24144";"León";"San Emiliano";"GENESTOSA";"GENESTOSA";"682507121";"";"";"";"";"";"";"";"6";"";"";"";
"42/000539";"Casa Rural";"3ª - 3 Estrellas";"A. SALADINA";"Calle JUAN CARLOS I 27";"42157";"Soria";"Covaleda";"COVALEDA";"COVALEDA";"63546919";"";"";"";"";"";"";"";"4";"";"";"";
"24/000837";"Hotel Rural";"3ª - 3 Estrellas";"FINCA VIVALDI";"Calle VIVALDI S/N";"24398";"León";"Congosto";"SAN MIGUEL DE LAS DUEÑAS";"SAN MIGUEL DE LAS DUEÑAS";"987467021";"";"";"INFO@FINCAVIVALDI.ES";"FINCAVIVALDI.ES";"";"";"";"17";"";"";"Si";
"47/000308";"Casa Rural";"3ª - 3 Estrellas";"LA CASA DE LLANO";"Calle DEL POZO 11";"47418";"Valladolid";"Llano de Olmedo";"LLANO DE OLMEDO";"LLANO DE OLMEDO";"639181778";"606586378";"";"lacasadearenas@gmail.com";"";"";"";"";"10";"";"";"";
"37/000820";"Casa Rural";"3ª - 3 Estrellas";"EL POZO";"Calle CRISTO 2";"37724";"Salamanca";"Lagunilla";"LAGUNILLA";"LAGUNILLA";"685861156";"";"";"";"";"";"";"";"6";"";"";"Si";
"49/000413";"Casa Rural";"5ª - 5 Estrellas";"LA CASA DE ANA";"Calle de la Iglesia 1";"49341";"Zamora";"Muelas de los Caballeros";"MUELAS DE LOS CABALLEROS";"MUELAS DE LOS CABALLEROS";"629043485";"";"";"ana161067@yahoo.es";"";"";"";"";"8";"";"";"";
"47/000309";"Casa Rural";"4ª - 4 Estrellas";"CASA MARCELINO";"Calle SOL 4";"47320";"Valladolid";"Montemayor de Pililla";"MONTEMAYOR DE PILILLA";"MONTEMAYOR DE PILILLA";"626199964";"686911249";"";"info@casamarcelino.com";"www.casamarcelino.com";"";"";"";"4";"";"";"Si";
"34/000372";"Hotel Rural";"3ª - 3 Estrellas";"HOTEL RURAL OASIBETH";"Calle FRANCESA 20";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979183458";"";"";"kalasblancas12@hotmail.com";"";"";"";"";"31";"-4,403202";"42,269034";"Si";
"05/001371";"Casa Rural";"3ª - 3 Estrellas";"MIRADOR DEL CORNEJA";"Calle RONDA - POLIGONO 4 - PARCELA 25079";"05514";"Ávila";"Mesegar de Corneja";"MESEGAR DE CORNEJA";"MESEGAR DE CORNEJA";"687724843";"";"";"";"";"";"";"";"8";"";"";"";
"40/000716";"Casa Rural";"3ª - 3 Estrellas";"ARBABA";"Carretera SAN RAFAEL 64";"40195";"Segovia";"Segovia";"REVENGA";"REVENGA";"636597457";"";"";"CASARURALARBANA@GMAIL.COM";"";"";"";"";"9";"";"";"";
"42/000540";"Posada";"4ª - 4 Estrellas";"EL CUARTEL CASA PALACIEGA";"Calle SAN ROMAN 2";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"659092983";"";"";"anuskamaria@telefonica.net";"";"";"";"";"14";"";"";"Si";
"05/001372";"Hotel Rural";"4ª - 4 Estrellas";"LAS BUENAS COSTUMBRES";"Carretera PEGUERINOS-ALTO DE LOS LEONES, KM. 1 - POLIGONO 1 - PARCELA 18";"05239";"Ávila";"Peguerinos";"PEGUERINOS";"PEGUERINOS";"622272645";"";"";"reservas@lasbuenascostumbres.es";"www.lasbuenascostumbres.es";"";"";"";"36";"-4,224722";"40,635555";"Si";
"09/000698";"Hotel Rural";"3ª - 3 Estrellas";"LOS FAROLES";"Calle Real, 7";"09150";"Burgos";"Huérmeces";"HUERMECES";"HUERMECES";"616638352";"";"";"";"";"";"";"";"9";"";"";"Si";
"34/000373";"Casa Rural";"3ª - 3 Estrellas";"CASA DE TURISMO RURAL LOS VOLANTES 5";"Calle LOS VOLANTES 5";"34477";"Palencia";"Bárcena de Campos";"BARCENA DE CAMPOS";"BARCENA DE CAMPOS";"669311911";"";"";"los_volantes@hotmail.com";"";"";"";"";"9";"-4,4995";"42,4834";"";
"05/001373";"Hotel Rural";"3ª - 3 Estrellas";"SABINA HOTEL";"Calle CAMINO PIEDRA DE LOS BARRENOS 2";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"686955964";"";"";"";"www.hotelsabinaengredos@.com";"";"";"";"14";"";"";"";
"09/000699";"Casa Rural";"2ª - 2 Estrellas";"SAN JUAN";"Calle Mayor, 4";"09490";"Burgos";"San Juan del Monte";"SAN JUAN DEL MONTE";"SAN JUAN DEL MONTE";"697706811";"";"";"ruralsanjuan@hotmail.es";"";"";"";"";"4";"";"";"";
"09/000700";"Hotel Rural";"3ª - 3 Estrellas";"SAN LORENZO";"Calle Mayor 20";"09120";"Burgos";"Villadiego";"VILLADIEGO";"VILLADIEGO";"699054898";"";"";"hoteldevilladiego@gmail.com";"";"";"";"";"20";"";"";"";
"37/000821";"Casa Rural";"3ª - 3 Estrellas";"LA CASITA DE ROSA";"Calle NUEVA 9";"37621";"Salamanca";"Aldeanueva de la Sierra";"ALDEANUEVA DE LA SIERRA";"ALDEANUEVA DE LA SIERRA";"622428142";"";"";"lacasitaderosa2019@gmail.com";"";"";"";"";"4";"-6,1022222";"40,6161111";"";
"37/000822";"Casa Rural";"3ª - 3 Estrellas";"CASA RURAL LA CRUZIANA";"Calle DE LA CALLEJA 13";"37531";"Salamanca";"Serradilla del Arroyo";"SERRADILLA DEL ARROYO";"SERRADILLA DEL ARROYO";"676253748";"";"";"info@lacruziana.es";"www.lacruziana.es";"";"";"";"8";"-6,36008";"40,52133";"Si";
"37/000823";"Casa Rural";"4ª - 4 Estrellas";"CASA DEL LABRADOR";"Calle CAMINO DE LA ESTACIÓN 30";"37470";"Salamanca";"Sancti-Spíritus";"SANCTI-SPIRITUS";"SANCTI-SPIRITUS";"691412738";"";"";"";"";"";"";"";"7";"-6,402898";"40,707555";"Si";
"09/000701";"Casa Rural";"3ª - 3 Estrellas";"CASA LA LOMA";"Barrio La Loma 13";"09568";"Burgos";"Merindad de Sotoscueva";"ENTRAMBOSRIOS";"ENTRAMBOSRIOS";"657729303";"";"";"";"www.casarurallaloma.com";"";"";"";"6";"";"";"";
"47/000310";"Casa Rural";"3ª - 3 Estrellas";"LA MEDITACIÓN DE DANIELA";"Calle CONCENTRACIÓN PARCELARIA 27  BIS";"47480";"Valladolid";"Fresno el Viejo";"FRESNO EL VIEJO";"FRESNO EL VIEJO";"983863483";"687823848";"";"leticiaillera@gmail.com";"";"";"";"";"2";"";"";"";
"05/001374";"Casa Rural";"4ª - 4 Estrellas";"LA CASA DE LA PRADERA";"Camino CAÑADA REAL, KM 65 M501 S/N";"05429";"Ávila";"Navahondilla";"NAVAHONDILLA";"NAVAHONDILLA";"661209785";"";"";"elenanavahondilla@gmail.com";"";"";"";"";"8";"";"";"Si";
"42/000541";"Casa Rural";"3ª - 3 Estrellas";"LA CHASCONA";"Calle SORIA 5";"42190";"Soria";"Soria";"PEDRAJAS";"PEDRAJAS";"622018170";"";"";"info@visitasoria.com";"www.casarurallachascona.com";"";"";"";"6";"-2,576328";"41,826748";"";
"40/000717";"Casa Rural";"3ª - 3 Estrellas";"EL CARRO DEL ABUELO";"Calle LA IGLESIA 25";"40393";"Segovia";"Escobar de Polendos";"VILLOVELA DE PIRON";"VILLOVELA DE PIRON";"639772216";"921572709";"";"CRISTINAMONTARELO@HOTMAIL.ES";"";"";"";"";"6";"";"";"";
"09/000702";"Casa Rural";"3ª - 3 Estrellas";"SANTA MARINA";"Calle Santa Marina 8";"09119";"Burgos";"Balbases (Los)";"BALBASES (LOS)";"BALBASES (LOS)";"660516797";"";"";"";"";"";"";"";"10";"-4,06481";"42,21507";"Si";
"09/000703";"Casa Rural";"3ª - 3 Estrellas";"AZUA";"Calle Palacio 4";"09600";"Burgos";"Salas de los Infantes";"SALAS DE LOS INFANTES";"SALAS DE LOS INFANTES";"947380184";"";"";"azua.hostal90@gmail.com";"";"";"";"";"10";"";"";"Si";
"09/000704";"Hotel Rural";"3ª - 3 Estrellas";"EL MOLINAR";"Calle Alcalde Fidel García 30";"09211";"Burgos";"Partido de la Sierra en Tobalina";"RANERA";"RANERA";"600081013";"";"";"hotelruralelmolinar@gmail.com";"";"";"";"";"15";"-3,2980556";"42,7213889";"";
"40/000718";"Casa Rural";"4ª - 4 Estrellas";"CASA DE MOLINO";"Calle TÍO MORENO 5";"40421";"Segovia";"Ortigosa del Monte";"ORTIGOSA DEL MONTE";"ORTIGOSA DEL MONTE";"660415421";"";"";"ALVARO@ENCANTOCASARURAL.COM";"WWW.CASASRURALESENGUADARRAMA.COM";"";"";"";"6";"-4,159736";"40,827254";"";
"24/000838";"Casa Rural";"2ª - 2 Estrellas";"EL  HAYEDO DE ARGOVEJO";"Calle MAYOR 18";"24989";"León";"Crémenes";"ARGOVEJO";"ARGOVEJO";"616790536";"";"";"";"";"";"";"";"6";"";"";"";
"09/000705";"Casa Rural";"3ª - 3 Estrellas";"LA KUBIA";"Calle Real, 23";"09557";"Burgos";"Merindad de Sotoscueva";"AHEDO DE LINARES";"AHEDO DE LINARES";"660770067";"";"";"info@ojoguarenaaventura.com";"www.lakubia.com";"";"";"";"7";"-3,654478";"43,002828";"";
"37/000824";"Casa Rural";"3ª - 3 Estrellas";"ENTRESIERRAS";"Avenida SALAMANCA 122";"37600";"Salamanca";"Tamames";"TAMAMES";"TAMAMES";"678025510";"";"";"";"";"";"";"";"8";"";"";"Si";
"49/000414";"Hotel Rural";"4ª - 4 Estrellas";"VILLA LUCERNA SPORTS&HOTEL RESORT";"Polígono Parcela 2880 4";"49630";"Zamora";"Galende";"VIGO";"*DISEMINADO*";"636238159";"";"";"hotel@villalucerna.com";"";"";"";"";"24";"";"";"Si";
"05/001376";"Casa Rural";"4ª - 4 Estrellas";"LA CIJA";"Calle SAN JUAN 29";"05291";"Ávila";"Maello";"MAELLO";"MAELLO";"616959668";"";"";"";"";"";"";"";"8";"";"";"Si";
"24/000840";"Casa Rural";"3ª - 3 Estrellas";"LA COSTURERA";"Calle EL PUENTE 31";"24913";"León";"Boca de Huérgano";"ESPEJOS DE LA REINA (LOS)";"ESPEJOS DE LA REINA (LOS)";"690622625";"";"";"";"";"";"";"";"4";"";"";"";
"49/000415";"Hotel Rural";"3ª - 3 Estrellas";"LA GUAJA";"Calle Rúa 20";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"635579596";"";"";"hotelrurallaguaja@gmail.com";"";"";"";"";"6";"-6,6336944";"42,0544444";"";
"49/000416";"Casa Rural";"3ª - 3 Estrellas";"CASA ÁUREA";"Calle Arroyo 50";"49561";"Zamora";"Mahide";"BOYA";"BOYA";"695412481";"";"";"info@casaaureaboya.com";"casaaureaboya.com";"";"";"";"6";"";"";"Si";
"09/000706";"Casa Rural";"3ª - 3 Estrellas";"FINCA LAS CERCADAS";"Carretera Burgos-V-4101, km. 3,5";"09117";"Burgos";"Revilla Vallejera";"REVILLA VALLEJERA";"REVILLA VALLEJERA";"691649095";"";"";"lascercadas@gmail.com";"";"";"";"";"16";"-4,1258333";"42,1458333";"Si";
"49/000417";"Casa Rural";"4ª - 4 Estrellas";"RINCÓN DEL EDÉN";"Calle Pozo 6";"49170";"Zamora";"Perdigón (El)";"TARDOBISPO";"TARDOBISPO";"635814534";"";"";"rincondeleden@gmail.com";"";"";"";"";"4";"-5,7958333";"41,4361111";"Si";
"05/001377";"Casa Rural";"3ª - 3 Estrellas";"CASA SOLARIEGA MOLINO DEL BATAN";"Calle SERRANILLOS 11";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"637749185";"";"";"molinoelbatan@gmail.com";"";"";"";"";"6";"-5,3172222";"40,4483333";"";
"05/001379";"Casa Rural";"3ª - 3 Estrellas";"LA MODISTA";"Calle ESCUELAS 4";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"676549050";"";"";"info@disfrutagredosrural.com";"www.disfrutagredosrural.com";"";"";"";"2";"-5,524484";"40,355778";"";
"40/000719";"Casa Rural";"4ª - 4 Estrellas";"ENTREACEBEDAS GREEN";"Calle COSTANILLA 9";"40195";"Segovia";"Segovia";"REVENGA";"REVENGA";"679018422";"921479224";"";"INFO@ENTREACEBEDAS.ES";"";"";"";"";"13";"";"";"Si";
"05/001380";"Casa Rural";"3ª - 3 Estrellas";"ANFORA";"Paraje CHILLA - POLIGONO 37 - PARCELA 99";"05480";"Ávila";"Candeleda";"CANDELEDA";"*DISEMINADO*";"658996869";"";"";"info@leiraseleccion.com";"www.lasterrazasdechilla.com";"";"";"";"6";"";"";"";
"05/001381";"Casa Rural";"3ª - 3 Estrellas";"EL BALCON DE LA SIERRA";"Calle EL SOL 4";"05140";"Ávila";"Bularros";"BULARROS";"BULARROS";"920287273";"";"";"japrietoramos@gmail.com";"www.elbalcondelasierra.es";"";"";"";"14";"";"";"Si";
"42/000543";"Casa Rural";"4ª - 4 Estrellas";"LA ANTIGUA VAQUERIA";"Calle REAL 3";"42366";"Soria";"Bayubas de Abajo";"AGUILERA";"CENTRO";"616029396";"";"";"silviamuol@gmail.com";"";"";"";"";"6";"";"";"Si";
"05/001382";"Casa Rural";"3ª - 3 Estrellas";"LORENZO";"Calle HUERTA DE LA CRUZ COLORADA POLÍGONO 4, PARCELA 180";"05410";"Ávila";"Mombeltrán";"MOMBELTRAN";"MOMBELTRAN";"659109539";"";"";"";"";"";"";"";"4";"";"";"";
"49/000418";"Casa Rural";"4ª - 4 Estrellas";"ELENA";"Calle Solana 12";"49593";"Zamora";"Manzanal de Arriba";"LINAREJOS";"LINAREJOS";"606291314";"";"";"elena@zamorarural.es";"www.zamorarural.es";"";"";"";"4";"";"";"Si";
"49/000419";"Casa Rural";"3ª - 3 Estrellas";"AZUL SANABRIA";"Calle La Escuela 20";"49325";"Zamora";"Asturianos";"ENTREPEÑAS";"ENTREPEÑAS";"676653466";"";"";"domiperez314@hotmail.com";"";"";"";"";"2";"";"";"";
"40/000720";"Casa Rural";"3ª - 3 Estrellas";"CASA RURAL COVA CABALLAR";"Calle SOLANA 27";"40182";"Segovia";"Caballar";"CABALLAR";"CABALLAR";"921500526";"655888833";"";"KIKE@PULGON.COM";"WWW.COVACABALLAR.COM";"";"";"";"11";"";"";"";
"05/001383";"Casa Rural";"3ª - 3 Estrellas";"PIEDRAHITA ART DECÓ";"Plaza DE ESPAÑA 36";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"920360680";"619402183";"";"moisesjb2@telefonica.net";"";"";"";"";"6";"";"";"Si";
"09/000707";"Hotel Rural";"2ª - 2 Estrellas";"AGUAZUL";"Calle Santiuste 19";"09143";"Burgos";"Tubilla del Agua";"COVANERA";"COVANERA";"947570787";"647514033";"";"hraguazul@gmail.com";"";"";"";"";"8";"";"";"";
"05/001384";"Casa Rural";"3ª - 3 Estrellas";"TIA ELENA";"Calle LIMON 1";"05412";"Ávila";"San Esteban del Valle";"SAN ESTEBAN DEL VALLE";"SAN ESTEBAN DEL VALLE";"646527087";"";"";"";"";"";"";"";"8";"";"";"";
"05/001385";"Casa Rural";"4ª - 4 Estrellas";"CANTARA";"Paraje CHILLA - POLÍGONO 37, PARCELA 99";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"658996869";"";"";"info@lasterrazasdechilla.com";"www.lasterrazasdechilla.com";"";"";"";"2";"";"";"";
"05/001386";"Casa Rural";"3ª - 3 Estrellas";"TINAJA";"Paraje CHILLA, POLIGONO 37 - PARCELA 99";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"658996869";"";"";"info@lasterrazasdechilla.com";"www.lasterrazasdechilla.com";"";"";"";"4";"";"";"";
"42/000544";"Casa Rural";"3ª - 3 Estrellas";"CASA JUANITA";"Avenida CONSTITUCION 38";"42149";"Soria";"Navaleno";"NAVALENO";"NAVALENO";"686237683";"";"";"consuelogomez_5@hotmail.com";"";"";"";"";"12";"";"";"Si";
"09/000708";"Casa Rural";"4ª - 4 Estrellas";"HACIENDA MONTORIO";"Calle Félix Rodríguez de la Fuente, 12";"09125";"Burgos";"Montorio";"MONTORIO";"MONTORIO";"607152307";"";"";"reservas@haciendamontorio.com";"www.haciendamontorio.com";"";"";"";"8";"-3,7772222";"42,5855556";"";
"09/000709";"Casa Rural";"3ª - 3 Estrellas";"GUAREÑA II";"Calle Villabáscones, s/n";"09568";"Burgos";"Merindad de Sotoscueva";"VILLABASCONES";"VILLABASCONES";"676611855";"";"";"casaguarenia@gmail.com";"www.casaguarenia.com";"";"";"";"2";"-3,671712";"43,051467";"";
"34/000374";"Posada";"3ª - 3 Estrellas";"POSADA EL MUSEO";"Calle JUAN DE TAPIA 8";"34450";"Palencia";"Astudillo";"ASTUDILLO";"ASTUDILLO";"619250177";"";"";"";"";"";"";"";"13";"";"";"";
"40/000721";"Casa Rural";"4ª - 4 Estrellas";"LA CASA ROTA";"Calle LA FUENTE 22";"40173";"Segovia";"Arahuetes";"ARAHUETES";"ARAHUETES";"921509821";"609708146";"";"PILAR@PILARGUERRA.ES";"";"";"";"";"9";"-4,554555";"41,138167";"Si";
"09/000710";"Casa Rural";"4ª - 4 Estrellas";"LA INFANTA";"Calle Infanta Leonor, 2";"09451";"Burgos";"Caleruega";"CALERUEGA";"CALERUEGA";"669809535";"";"";"penalopezfelisa@gmail.com";"";"";"";"";"14";"";"";"Si";
"42/000545";"Casa Rural";"3ª - 3 Estrellas";"LA PEQUEÑA SUIZA";"Calle CAÑUELO 16";"42165";"Soria";"Valdeavellano de Tera";"VALDEAVELLANO DE TERA";"VALDEAVELLANO DE TERA";"686600230";"";"";"";"";"";"";"";"15";"";"";"";
"34/000375";"Casa Rural";"3ª - 3 Estrellas";"LA CASA DEL DIEZMO DE LA MONTAÑA PALENTINA";"Calle REAL 7";"34849";"Palencia";"Pernía (La)";"SAN JUAN DE REDONDO";"SAN JUAN DE REDONDO";"647304050";"";"";"info@casadeldiezmo.es";"www.casadeldiezmo.es";"";"";"";"10";"-4,4484";"42,9395";"";
"40/000722";"Casa Rural";"3ª - 3 Estrellas";"LA CASA NUEVA";"Calle REAL S/N";"40176";"Segovia";"Valleruela de Sepúlveda";"VALLERUELA DE SEPULVEDA";"VALLERUELA DE SEPULVEDA";"921533877";"647475623";"";"SABINAVALLERUELA@GMAIL.COM";"";"";"";"";"8";"";"";"";
"37/000825";"Casa Rural";"3ª - 3 Estrellas";"CASA CARPINTERO";"Calle SOLANO 12";"37768";"Salamanca";"Santos (Los)";"SANTOS (LOS)";"SANTOS (LOS)";"669957576";"";"";"";"";"";"";"";"9";"-5,798004";"40,544144";"";
"37/000826";"Casa Rural";"3ª - 3 Estrellas";"CASA RURAL QUEVEDO";"Calle QUEVEDO 5  BJº";"37183";"Salamanca";"Morille";"MORILLE";"MORILLE";"646220025";"";"";"jcmm964@gmail.com";"";"";"";"";"6";"";"";"";
"42/000546";"Casa Rural";"3ª - 3 Estrellas";"SIERRA DE CABREJAS";"Calle LA FUENTE 15";"42146";"Soria";"Cabrejas del Pinar";"CABREJAS DEL PINAR";"CABREJAS DEL PINAR";"626307095";"";"";"reservas@casaruralsierradecabrejas.es";"www.casaruralsierradecabrejas.es";"";"";"";"9";"";"";"";
"34/000376";"Casa Rural";"4ª - 4 Estrellas";"CASA DE LA RIBERA";"Plaza DE LA ALEGRÍA 2/4";"34250";"Palencia";"Quintana del Puente";"QUINTANA DEL PUENTE";"QUINTANA DEL PUENTE";"633064485";"";"";"";"";"";"";"";"16";"";"";"Si";
"09/000711";"Casa Rural";"3ª - 3 Estrellas";"LOS NÓMADAS DE ATAPUERCA";"Calle San Vicente, 6";"09199";"Burgos";"Atapuerca";"ATAPUERCA";"ATAPUERCA";"610564147";"";"";"nomadas@juntoaburgos.com";"www.juntoaburgos.com";"";"";"";"8";"-3,507";"42,3775";"";
"49/000421";"Casa Rural";"3ª - 3 Estrellas";"LOS VETTONES I";"Calle Arroyo 2";"49265";"Zamora";"Bermillo de Sayago";"FRESNADILLO";"FRESNADILLO";"980569717";"616008844";"";"info@queseriaslaurus.com";"https://casarurallosvettones.com/";"";"";"";"16";"";"";"Si";
"49/000422";"Casa Rural";"3ª - 3 Estrellas";"LOS VETTONES II";"Calle Arroyo 2";"49255";"Zamora";"Bermillo de Sayago";"FRESNADILLO";"FRESNADILLO";"980569717";"616008844";"";"info@queseriaslaurus.com";"https://casarurallosvettones.com/";"";"";"";"8";"";"";"Si";
"37/000828";"Casa Rural";"3ª - 3 Estrellas";"EL LUJANO";"Calle LIRIO 2";"37542";"Salamanca";"Navasfrías";"NAVASFRIAS";"NAVASFRIAS";"923475220";"";"";"lunago61@hotmail.com";"";"";"";"";"13";"";"";"Si";
"42/000547";"Casa Rural";"3ª - 3 Estrellas";"PIEDRA ANDADERA I";"Calle LAVADERO 4";"42156";"Soria";"Salduero";"SALDUERO";"SALDUERO";"676744505";"";"";"maximilianodelrio@gmail.com";"";"";"";"";"4";"";"";"Si";
"42/000548";"Casa Rural";"3ª - 3 Estrellas";"PIEDRA ANDADERA II";"Calle LAVADERO 6";"42156";"Soria";"Salduero";"SALDUERO";"SALDUERO";"676744505";"";"";"maximilianodelrio@gmail.com";"";"";"";"";"10";"";"";"Si";
"24/000843";"Casa Rural";"3ª - 3 Estrellas";"YUGO Y FANEGA";"Calle LA VEGA 1";"24311";"León";"Folgoso de la Ribera";"FOLGOSO DE LA RIBERA";"FOLGOSO DE LA RIBERA";"987979781";"";"";"";"";"";"";"";"6";"";"";"";
"24/000844";"Casa Rural";"3ª - 3 Estrellas";"EL BALCON DE SOTILLO";"Calle CABO 12";"24389";"León";"Benuza";"SOTILLO DE CABRERA";"SOTILLO DE CABRERA";"635261265";"";"";"";"";"";"";"";"7";"";"";"";
"37/000829";"Casa Rural";"3ª - 3 Estrellas";"AN' CÁ' LA PURA";"Calle ERAS 35";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"661339353";"";"";"";"";"";"";"";"10";"-6,0111";"40,50892";"";
"42/000549";"Casa Rural";"3ª - 3 Estrellas";"EL QUINTANAREJO";"Carretera EL QUINTANAREJO 1";"42156";"Soria";"Vinuesa";"QUINTANAREJO (EL)";"QUINTANAREJO (EL)";"684090258";"";"";"imponumantia@gmail.com";"";"";"";"";"8";"-2,4644";"41,589";"";
"37/000830";"Casa Rural";"4ª - 4 Estrellas";"CASA RURAL ""LOS 3 PANETES""";"Calle CARRETERA 10";"37727";"Salamanca";"Peñacaballera";"PEÑACABALLERA";"PEÑACABALLERA";"699128241";"";"";"";"";"";"";"";"8";"";"";"";
"05/001388";"Casa Rural";"3ª - 3 Estrellas";"EL ROBLE";"Carretera DE PEGUERINOS AL ALTO DEL LEÓN, KM1";"05239";"Ávila";"Peguerinos";"PEGUERINOS";"PEGUERINOS";"622272645";"";"";"reservas@lasbuenascostumbres.es";"lasbuenascostumbres.es";"";"";"";"7";"-4,2247222";"40,6355556";"";
"47/000312";"Casa Rural";"4ª - 4 Estrellas";"PÁRPADOS";"Calle PASADIZO 1";"47318";"Valladolid";"Peñafiel";"MELIDA";"MELIDA";"686580012";"";"";"info@melidawines.com";"www.meilidawines.com";"";"";"";"2";"";"";"";
"47/000313";"Casa Rural";"4ª - 4 Estrellas";"DOS ALAS ROJAS";"Calle PASADIZO 1";"47318";"Valladolid";"Peñafiel";"MELIDA";"MELIDA";"686580012";"";"";"info@melidawines.com";"www.melidawines.com";"";"";"";"2";"";"";"";
"42/000550";"Casa Rural";"3ª - 3 Estrellas";"JULITO";"Calle RAMON BENITO ACEÑA 23";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"633630970";"682686683";"";"yanzatza@hotmail.es";"";"";"";"";"16";"";"";"";
"40/000723";"Casa Rural";"4ª - 4 Estrellas";"ESENZIA RURAL";"Calle REAL DEL CRISTO 25";"40340";"Segovia";"Aguilafuente";"AGUILAFUENTE";"AGUILAFUENTE";"675695899";"";"";"INFO@ESENZIARURAL.ES";"WWW.ESENZIARURAL.ES";"";"";"";"6";"-4,113899";"41,22628";"Si";
"42/000551";"Casa Rural";"4ª - 4 Estrellas";"LA CHAROLESA";"Calle REAL 1";"42366";"Soria";"Bayubas de Abajo";"AGUILERA";"CENTRO";"627431956";"";"";"soniamoves@gmail.com";"www.lacharolesa.es";"";"";"";"6";"-2,5345";"41,3135";"";
"42/000552";"Casa Rural";"3ª - 3 Estrellas";"CASA DUENDE'S";"Calle HOSPITAL VILLA 11";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"655675673";"657578447";"";"";"";"";"";"";"8";"";"";"";
"47/000314";"Hotel Rural";"3ª - 3 Estrellas";"EL REFUGIO DEL CAZADOR";"Calle LA IGLESIA 2";"47191";"Valladolid";"Ciguñuela";"CIGUÑUELA";"CIGUÑUELA";"983593013";"650378296";"";"elrefugiodelcazador@hotmail.com";"";"";"";"";"16";"";"";"";
"09/000712";"Casa Rural";"4ª - 4 Estrellas";"CASA TURZO";"Calle Rincón 5";"09146";"Burgos";"Valle de Sedano";"TURZO";"TURZO";"643091141";"";"";"manuel.medelmarti@kabelew.de";"www.casaturzo.de";"";"";"";"3";"";"";"Si";
"47/000315";"Casa Rural";"4ª - 4 Estrellas";"CASA ADELA";"Avenida ALONSO PESQUERA 43";"47350";"Valladolid";"Quintanilla de Onésimo";"QUINTANILLA DE ONESIMO";"QUINTANILLA DE ONESIMO";"637016639";"";"";"juan.panadero@hotmail.com";"";"";"";"";"15";"";"";"Si";
"05/001389";"Casa Rural";"4ª - 4 Estrellas";"QUINTA DE LOS ALMIARES";"Paraje LA SAYUELA - POLIGONO 35 - PARCELA 72";"05489";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"625641929";"";"";"quintadelosalmiares@gmail.com";"";"";"";"";"4";"";"";"";
"09/000713";"Casa Rural";"3ª - 3 Estrellas";"IZARRAK";"Urbanización La Almudena, 10";"09574";"Burgos";"Merindad de Valdeporres";"PEDROSA";"PEDROSA";"690068379";"";"";"mikel.martin.merino@gmail.com";"";"";"";"";"8";"-3,4428";"43,037";"";
